"","id","mentor","education","gpa","gpa_3"
"706",95500036,1,15,2.74,0
"707",95500235,0,17,3,1
"708",95500280,0,15,1.82,0
"709",95500710,0,15,2.29,0
"710",95501960,0,11,1.68,0
"711",95504188,1,17,3.08,1
"712",95504487,1,15,2.45,0
"713",95504620,0,18,1.25,0
"714",95504947,1,17,3.02,1
"715",95506154,0,15,1.82,0
"716",95506482,1,15,3.33,1
"717",95506926,1,15,3.33,1
"718",95507059,0,15,1.96,0
"719",95507158,0,13.5,2.32,0
"720",95508034,1,13.5,1.76,0
"721",95508339,0,17,3.77,1
"722",95508984,1,18,2.08,0
"723",95543606,0,13,1.54,0
"724",95548969,0,14,2.96,0
"725",95570097,0,15,2,0
"726",95570294,0,14,1.52,0
"727",95570450,0,13,1.84,0
"728",95571018,1,20,3.58,1
"729",95571100,0,15,1.97,0
"730",95571112,1,13,3.03,1
"731",95571160,0,18,1.93,0
"732",95571204,1,14,2.8,0
"733",95571306,1,15,2.39,0
"734",95571316,1,17,3.53,1
"735",95571601,1,15,1.75,0
"736",95571657,0,17,2.84,0
"737",95571877,1,13,1.56,0
"738",95572078,0,14,1.88,0
"739",95572102,1,20,3.88,1
"740",95572285,0,11,1.94,0
"741",95572306,1,19,3.98,1
"742",95572318,0,13.5,2.87,0
"743",95572405,1,15,2.84,0
"744",95572925,1,13,2.56,0
"745",95573031,0,13,2.3,0
"746",95573193,0,15,2.82,0
"747",95573233,1,19,3.4,1
"748",95573407,0,11,1.05,0
"749",95573415,1,17,2.39,0
"750",95573951,1,17,2.82,0
"751",95573994,1,15,2.52,0
"752",95574031,0,11,2,0
"753",95574234,0,13,1.88,0
"754",95574295,0,11,0,0
"755",95574333,0,15,1.77,0
"756",95574839,0,13,1.83,0
"757",95574998,0,11,1.09,0
"758",95575014,0,15,2.29,0
"759",95575029,0,13,2.39,0
"760",95575122,0,13,2,0
"761",95575134,0,17,2.03,0
"762",95575206,1,17,3.91,1
"763",95575243,0,17,3.71,1
"764",95575244,0,19,3.94,1
"765",95575319,0,20,2.92,0
"766",95575377,1,17,3.08,1
"767",95575379,1,18,3.17,1
"768",95575621,1,17,3.92,1
"769",95575805,1,20,3.78,1
"770",95575825,0,14,1.19,0
"771",95576037,1,15,3.15,1
"772",95576064,1,17,3.75,1
"773",95576114,0,17,3.61,1
"774",95576262,1,17,3.35,1
"775",95576323,1,13,2.7,0
"776",95576447,0,13,1.57,0
"777",95576759,0,14,0.78,0
"778",95576814,0,17,3.36,1
"779",95576817,1,17,3.57,1
"780",95576898,0,17,2.68,0
"781",95576904,0,13,1.7,0
"782",95577224,1,18,3.23,1
"783",95577884,1,15,1.66,0
"784",95577928,1,17,3.17,1
"785",95578046,1,17,3.56,1
"786",95578083,1,11,0.54,0
"787",95578106,0,13,2.07,0
"788",95578109,1,13,1.77,0
"789",95578148,0,15,3.77,1
"790",95578195,0,13,3,1
"791",95578206,0,13.5,1.61,0
"792",95578218,0,15,1.93,0
"793",95578380,0,13,2.25,0
"794",95578413,1,15,2.96,0
"795",95578685,1,19,2.29,0
"796",95578741,1,17,3.25,1
"797",95578894,1,15,3.48,1
"798",95578911,0,13,2.25,0
"799",95578939,1,11,1.72,0
"800",95578948,0,14,2.12,0
"801",95578995,0,15,1.79,0
"802",95579178,1,13.5,1.89,0
"803",95579276,0,13,0.9,0
"804",95579293,0,14,3.04,1
"805",95579332,1,13,2.11,0
"806",95579937,1,15,2.14,0
"807",95579943,1,15,2.78,0
"808",95579944,1,13,2.72,0
"809",95579978,0,13,2.26,0
"810",95579986,0,17,2.76,0
"811",95579989,1,15,2.48,0
"812",95579994,0,13.5,1.54,0
"813",95593009,0,15,3.4,1
"814",95593101,0,11,1.97,0
"815",95593907,0,13,1.7,0
"816",95619167,0,20,3.79,1
"817",95624976,0,13,2.17,0
"818",95678275,1,15,1.98,0
"819",95710081,1,15,2.31,0
"820",95710158,0,15,3,1
"821",95710285,0,15,1.59,0
"822",95710589,0,18,3,1
"823",95711267,0,17,3.55,1
"824",95711366,1,20,3.94,1
"825",95711964,1,13,2.83,0
"826",95711978,0,13.5,2.18,0
"827",95712290,0,15,2.56,0
"828",95712297,1,20,3.88,1
"829",95712917,0,13,2.81,0
"830",95712945,1,15,2.77,0
"831",95713806,0,13,1.51,0
"832",95714020,0,11,0.11,0
"833",95714281,1,15,2.79,0
"834",95714483,1,15,2.25,0
"835",95714891,0,13,1.91,0
"836",95714924,1,17,3.25,1
"837",95715393,0,17,3.44,1
"838",95715937,1,18,3.89,1
"839",95715983,0,13,2.05,0
"840",95715988,0,15,3.52,1
"841",95716906,1,15,3.15,1
"842",95716970,0,17,3.97,1
"843",95716976,1,17,3.87,1
"844",95717168,1,17,3.6,1
"845",95717914,1,17,3.98,1
"846",95717951,0,18,3.84,1
"847",95717957,1,17,3.07,1
"848",95718215,0,15,2.65,0
"849",95718296,0,11,2.9,0
"850",95718313,1,15,3.6,1
"851",95718482,1,15,1.79,0
"852",95718486,0,17,3.31,1
"853",95718900,0,15,2.83,0
"854",95719936,0,17,2.8,0
"855",96374974,0,17,2.59,0
"856",96500221,0,13,2.92,0
"857",96500381,0,11,0.78,0
"858",96500870,0,13,3.61,1
"859",96500981,1,14,2.52,0
"860",96503800,1,15,2.08,0
"861",96503834,1,15,2.61,0
"862",96504509,0,18,2.62,0
"863",96506122,0,15,3.4,1
"864",96506342,0,14,2.79,0
"865",96508876,0,15,3.24,1
"866",96508974,1,15,2.42,0
"867",96540219,0,17,3.48,1
"868",96544206,0,17,3.85,1
"869",96570059,0,17,2.13,0
"870",96570285,0,17,1.59,0
"871",96570488,0,17,2.96,0
"872",96570520,0,14,2.79,0
"873",96570819,0,15,2.08,0
"874",96570870,1,13.5,2.55,0
"875",96571509,1,14,1.8,0
"876",96571709,1,15,2.93,0
"877",96571859,1,17,2.94,0
"878",96572166,1,17,3.31,1
"879",96572177,0,15,3.35,1
"880",96572260,0,14,2.94,0
"881",96572283,1,15,2.98,0
"882",96572298,1,19,3.98,1
"883",96572318,1,15,3.11,1
"884",96572324,0,13,2.5,0
"885",96572365,0,17,3.25,1
"886",96572387,1,13,2.32,0
"887",96572472,1,17,2.85,0
"888",96572648,0,13.5,2.63,0
"889",96572906,0,13.5,1.86,0
"890",96572909,0,20,3.78,1
"891",96572915,0,11,1.54,0
"892",96572916,0,19,3.89,1
"893",96572976,0,11,1.29,0
"894",96572985,1,19,3.5,1
"895",96572995,1,18,3.94,1
"896",96573291,1,15,3.63,1
"897",96573436,0,15,2.33,0
"898",96573891,0,14,3.03,1
"899",96573995,0,15,3.51,1
"900",96573998,0,13,2.17,0
"901",96573999,0,22,3.25,1
"902",96574589,1,15,2.86,0
"903",96574616,1,13.5,1.24,0
"904",96574632,0,13,2.18,0
"905",96575057,1,18,3.96,1
"906",96575067,1,17,3.23,1
"907",96575073,0,18,3.47,1
"908",96575074,1,20,3.02,1
"909",96575131,0,15,3.27,1
"910",96575159,0,15,0.93,0
"911",96575247,0,17,4,1
"912",96575249,0,15,3.27,1
"913",96575296,1,18,3.21,1
"914",96575298,1,17,3.22,1
"915",96575327,0,13,1.25,0
"916",96575355,0,15,2.87,0
"917",96575391,1,15,2.73,0
"918",96575407,1,19,3.47,1
"919",96575428,1,13,1.38,0
"920",96575806,1,17,2.91,0
"921",96575862,1,17,3.46,1
"922",96575877,1,18,3.38,1
"923",96575944,0,19,3.1,1
"924",96575947,1,19,3.91,1
"925",96575948,0,15,1.5,0
"926",96575996,1,17,3.27,1
"927",96576144,1,17,3.5,1
"928",96576200,1,17,3.86,1
"929",96576203,1,20,3.76,1
"930",96576215,0,17,3.78,1
"931",96576456,1,15,3.12,1
"932",96576497,0,14,3.33,1
"933",96576531,0,17,3.38,1
"934",96576632,0,17,3.16,1
"935",96576639,0,15,1.78,0
"936",96576723,0,15,3.3,1
"937",96576750,0,11,0.06,0
"938",96576922,0,15,1.94,0
"939",96577123,1,20,2.77,0
"940",96577156,1,18,3.4,1
"941",96577615,0,15,3.08,1
"942",96577860,0,17,3.52,1
"943",96577929,1,20,3,1
"944",96578138,0,17,3.94,1
"945",96578293,0,13,3.03,1
"946",96578347,1,19,3.57,1
"947",96578410,0,15,2.43,0
"948",96578484,0,17,1.21,0
"949",96578582,0,15,2.33,0
"950",96578810,1,17,4,1
"951",96578942,0,14,3.13,1
"952",96579270,1,15,3.37,1
"953",96579271,0,13,2.37,0
"954",96579296,0,13,3.45,1
"955",96579330,1,19,2.94,0
"956",96579370,1,20,3.26,1
"957",96579936,1,17,2.83,0
"958",96579967,0,15,1.13,0
"959",96579968,1,17,2.67,0
"960",96579986,1,13,3.65,1
"961",96619061,1,17,3.43,1
"962",96619062,1,20,4,1
"963",96619067,0,17,3.14,1
"964",96619661,0,17,3.67,1
"965",96619960,0,15,2.61,0
"966",96624973,1,18,3.54,1
"967",96676651,1,18,2.9,0
"968",96676724,1,17,2.57,0
"969",96678376,1,15,1.76,0
"970",96710053,0,11,0.5,0
"971",96710094,1,13,1.04,0
"972",96710217,1,17,3.67,1
"973",96710311,0,17,3.09,1
"974",96710333,1,18,3.2,1
"975",96712372,0,11,1.8,0
"976",96712905,1,15,3.66,1
"977",96713133,0,15,2.21,0
"978",96713231,1,17,2.5,0
"979",96713393,0,20,3.1,1
"980",96713395,1,14,3.09,1
"981",96714083,1,13,3.6,1
"982",96715164,0,17,3.62,1
"983",96715938,0,15,2.88,0
"984",96716152,1,14,2,0
"985",96716667,1,14,2.73,0
"986",96716905,1,15,2.41,0
"987",96716930,1,15,1.95,0
"988",96716975,0,17,2.6,0
"989",96717154,1,17,2.93,0
"990",96717168,1,14,2.94,0
"991",96717354,1,17,3.39,1
"992",96717914,1,17,3.29,1
"993",96718013,0,13,1.03,0
"994",96718145,1,18,3.53,1
"995",96718148,0,15,2.9,0
"996",96718212,0,13.5,2.32,0
"997",96718687,1,17,3.95,1
"998",96719930,1,19,3.3,1
"999",97500651,0,13.5,2.38,0
"1000",97500713,0,19,3.93,1
"1001",97503407,0,13,2.46,0
"1002",97504304,0,15,2.98,0
"1003",97504342,0,15,1.12,0
"1004",97504523,1,18,3.93,1
"1005",97504703,0,18,2.68,0
"1006",97506023,0,14,3.13,1
"1007",97506329,0,14,2.77,0
"1008",97506332,0,14,2.18,0
"1009",97506696,0,15,2.58,0
"1010",97506999,0,14,2.68,0
"1011",97507152,1,15,1.61,0
"1012",97507853,0,18,2.54,0
"1013",97508073,1,22,3.78,1
"1014",97546871,0,15,3.04,1
"1015",97570089,0,18,2.54,0
"1016",97570213,1,15,2.55,0
"1017",97570231,1,17,3.8,1
"1018",97570714,1,17,3.04,1
"1019",97570938,1,15,3.17,1
"1020",97571068,1,15,3.46,1
"1021",97571100,1,15,2.06,0
"1022",97571113,1,19,3.85,1
"1023",97571116,0,17,2.44,0
"1024",97571409,1,15,1.69,0
"1025",97571812,0,15,2.54,0
"1026",97572043,1,15,2.1,0
"1027",97572066,1,17,3.17,1
"1028",97572078,0,15,3.12,1
"1029",97572102,1,15,3.22,1
"1030",97572266,0,14,2.51,0
"1031",97572271,1,14,2.85,0
"1032",97572278,0,20,2.54,0
"1033",97572310,1,15,1.72,0
"1034",97572367,1,20,3.89,1
"1035",97572381,1,15,3.22,1
"1036",97572660,1,11,1.88,0
"1037",97573293,0,13,0.9,0
"1038",97573295,0,13,2.25,0
"1039",97573333,1,18,2.58,0
"1040",97573496,1,15,2.9,0
"1041",97573943,0,14,3.26,1
"1042",97573957,1,19,3.83,1
"1043",97574044,0,11,2.16,0
"1044",97574089,0,13,1.5,0
"1045",97574102,1,17,2.6,0
"1046",97574126,0,13,1.66,0
"1047",97574127,0,17,3.58,1
"1048",97574142,0,15,1.9,0
"1049",97574419,0,11,1.53,0
"1050",97574490,1,15,2.27,0
"1051",97574498,1,15,2.37,0
"1052",97574839,0,14,1.4,0
"1053",97575130,1,17,2.57,0
"1054",97575153,0,15,2,0
"1055",97575219,1,19,3.65,1
"1056",97575240,1,19,3.76,1
"1057",97575287,1,17,4,1
"1058",97575303,0,18,3.25,1
"1059",97575335,1,19,3.47,1
"1060",97575339,0,15,3.18,1
"1061",97575356,1,19,3.98,1
"1062",97575398,0,15,2.87,0
"1063",97575409,1,20,2.47,0
"1064",97575463,0,13,1.52,0
"1065",97575471,1,17,2.23,0
"1066",97575800,1,17,3.17,1
"1067",97575820,0,19,3.12,1
"1068",97575940,1,15,3.1,1
"1069",97575942,0,15,2.56,0
"1070",97575946,1,15,2.67,0
"1071",97575964,0,15,2.24,0
"1072",97576148,0,11,1.56,0
"1073",97576261,1,17,3.85,1
"1074",97576406,1,17,3.56,1
"1075",97576411,0,15,2.56,0
"1076",97576452,0,14,1.82,0
"1077",97576635,1,18,2.78,0
"1078",97576663,1,17,3.68,1
"1079",97576673,1,15,2.78,0
"1080",97576784,1,20,3.98,1
"1081",97577053,0,15,2.76,0
"1082",97577122,1,18,3.54,1
"1083",97577123,1,18,3.39,1
"1084",97577322,1,18,3.41,1
"1085",97577327,1,17,3.46,1
"1086",97577922,0,18,2.88,0
"1087",97578112,0,15,2.96,0
"1088",97578122,0,15,2.35,0
"1089",97578211,1,14,2.12,0
"1090",97578219,1,17,2.54,0
"1091",97578298,1,13,2.44,0
"1092",97578314,1,13,1.7,0
"1093",97578482,1,13,1.89,0
"1094",97578532,1,18,2.42,0
"1095",97578585,0,17,3.26,1
"1096",97578690,1,17,3.94,1
"1097",97578823,0,11,1.03,0
"1098",97578980,0,13.5,2.28,0
"1099",97579274,0,13,2.82,0
"1100",97579293,0,13.5,2.31,0
"1101",97579295,0,13,1.49,0
"1102",97579963,0,15,3.29,1
"1103",97606524,0,17,2.95,0
"1104",97614378,0,18,2.67,0
"1105",97614777,0,13,2,0
"1106",97614875,0,17,3.2,1
"1107",97678274,0,15,2.02,0
"1108",97710215,0,13,2.19,0
"1109",97712240,0,15,2.46,0
"1110",97712990,1,13,2.56,0
"1111",97712994,0,15,2.44,0
"1112",97712999,0,15,2.9,0
"1113",97713607,0,11,0.88,0
"1114",97713994,0,13,1.87,0
"1115",97714214,0,13,0.68,0
"1116",97714480,1,17,3.51,1
"1117",97714894,0,17,3.13,1
"1118",97714933,0,13.5,2.6,0
"1119",97715983,0,19,3.81,1
"1120",97715987,1,14,2.44,0
"1121",97715989,1,13,1.6,0
"1122",97716153,1,13,2.55,0
"1123",97716338,1,17,3.48,1
"1124",97716973,0,13,2.48,0
"1125",97716977,1,17,3.32,1
"1126",97717958,1,15,3.77,1
"1127",97718048,0,13,1.97,0
"1128",97718147,0,15,2.12,0
"1129",97718375,1,14,2.46,0
"1130",97718960,0,14,2.44,0
"1131",97718990,0,18,4,1
"1132",97719278,0,15,2.23,0
"1133",98316359,1,14,3.35,1
"1134",98500210,0,13,0.53,0
"1135",98500510,0,14,2.78,0
"1136",98500831,0,15,2.36,0
"1137",98500910,1,22,4,1
"1138",98503002,0,15,2,0
"1139",98503032,1,15,1.57,0
"1140",98504524,0,15,3.4,1
"1141",98504600,0,17,2.9,0
"1142",98504806,0,19,2.98,0
"1143",98506201,1,18,3.82,1
"1144",98506683,1,15,3.35,1
"1145",98506942,0,15,2.38,0
"1146",98507316,0,18,4,1
"1147",98508237,0,13,1.31,0
"1148",98544206,1,17,2.29,0
"1149",98546321,0,13,2.38,0
"1150",98570080,0,15,2.68,0
"1151",98570122,0,13,0.38,0
"1152",98570232,0,15,1.94,0
"1153",98570233,0,17,3.71,1
"1154",98570237,0,13,3.38,1
"1155",98570271,0,19,3.67,1
"1156",98570899,0,15,3.33,1
"1157",98570920,0,15,2.1,0
"1158",98571012,1,13,1.98,0
"1159",98571107,0,13,1.56,0
"1160",98571272,0,14,1.74,0
"1161",98571319,1,17,1.75,0
"1162",98571605,0,20,3.55,1
"1163",98571669,0,13,2.83,0
"1164",98571971,0,15,1.91,0
"1165",98572261,1,20,3.94,1
"1166",98572287,0,15,3.28,1
"1167",98572360,1,19,4,1
"1168",98572362,1,13.5,2.07,0
"1169",98572373,0,14,2.56,0
"1170",98572448,0,13,2.43,0
"1171",98572910,0,13,1.79,0
"1172",98572913,0,17,3.59,1
"1173",98572926,0,13,1.15,0
"1174",98572927,0,15,3.09,1
"1175",98572983,0,18,3.76,1
"1176",98573112,1,17,3.62,1
"1177",98573892,1,19,3.56,1
"1178",98573943,1,17,3.93,1
"1179",98574296,1,17,3.42,1
"1180",98574491,1,13,2.75,0
"1181",98574640,0,13,2.61,0
"1182",98574806,1,15,2.6,0
"1183",98574900,1,15,3.04,1
"1184",98575036,0,14,2.18,0
"1185",98575190,1,17,3.22,1
"1186",98575331,1,17,3.3,1
"1187",98575355,1,15,3.22,1
"1188",98575918,1,15,2.06,0
"1189",98575946,1,15,1.98,0
"1190",98576509,1,17,2.82,0
"1191",98576600,0,14,1.78,0
"1192",98576964,1,20,3.87,1
"1193",98577061,1,19,2.63,0
"1194",98577328,1,14,2.06,0
"1195",98577954,1,17,3.18,1
"1196",98578043,1,15,3.18,1
"1197",98578101,0,17,1.55,0
"1198",98578198,0,17,4,1
"1199",98578207,0,13,1.14,0
"1200",98578267,1,19,3.15,1
"1201",98578330,0,18,2.8,0
"1202",98578348,1,15,2.58,0
"1203",98578432,1,17,3.67,1
"1204",98578582,1,13.5,1.71,0
"1205",98579373,0,13,2.8,0
"1206",98579930,0,15,2.72,0
"1207",98579939,0,13,2.1,0
"1208",98579968,0,17,3.06,1
"1209",98606929,0,15,2.25,0
"1210",98619063,1,18,2.71,0
"1211",98619068,1,20,3.14,1
"1212",98619368,1,15,1.91,0
"1213",98619466,0,19,3.26,1
"1214",98676352,0,15,3.21,1
"1215",98676651,0,15,1.99,0
"1216",98710672,0,14,3.33,1
"1217",98712214,1,15,2.16,0
"1218",98712216,0,13,2.35,0
"1219",98712247,1,15,2.73,0
"1220",98712941,1,20,3.58,1
"1221",98712942,0,15,3.03,1
"1222",98712976,0,13,3.79,1
"1223",98713204,0,13,0.2,0
"1224",98713391,0,13,2.45,0
"1225",98713806,0,15,2,0
"1226",98714025,0,15,3.8,1
"1227",98714282,1,15,3.35,1
"1228",98714481,1,13,1.44,0
"1229",98714928,1,18,3.16,1
"1230",98714991,1,15,2.54,0
"1231",98715097,1,17,3.95,1
"1232",98715250,0,13,2.14,0
"1233",98715258,1,13.5,1.74,0
"1234",98715986,1,13,2.32,0
"1235",98715994,1,15,2.35,0
"1236",98716054,0,13,0,0
"1237",98716423,1,15,2.75,0
"1238",98716827,1,15,2.86,0
"1239",98716897,0,15,1.77,0
"1240",98716976,1,17,3.84,1
"1241",98716978,1,19,3.87,1
"1242",98718108,0,18,2.38,0
"1243",98718119,1,15,1.6,0
"1244",98719932,0,17,3.21,1
"1245",98719935,1,17,3.16,1
"1246",99316152,0,13,2.14,0
"1247",99500115,0,11,2.85,0
"1248",99500139,1,15,2.04,0
"1249",99500183,1,18,2.72,0
"1250",99500417,0,14,2.98,0
"1251",99500813,0,14,2.98,0
"1252",99503838,1,18,3.63,1
"1253",99504520,1,15,2.5,0
"1254",99504720,0,14,2.7,0
"1255",99504849,0,15,1.95,0
"1256",99507859,0,13,1.98,0
"1257",99507981,0,15,2.21,0
"1258",99508327,1,17,2.62,0
"1259",99508430,1,15,1.6,0
"1260",99508537,0,17,3.69,1
"1261",99540917,0,14,2.75,0
"1262",99543908,0,13,2.46,0
"1263",99544087,1,13.5,2.93,0
"1264",99570393,1,15,3.15,1
"1265",99570725,1,15,2.62,0
"1266",99570726,1,15,3.33,1
"1267",99570891,0,17,3,1
"1268",99570920,0,13,2.98,0
"1269",99570997,1,15,2.7,0
"1270",99571170,0,13,0.9,0
"1271",99571202,1,15,2.76,0
"1272",99571273,0,11,0.27,0
"1273",99571301,1,14,2.52,0
"1274",99571353,0,19,2.79,0
"1275",99571369,0,17,3.26,1
"1276",99571500,1,15,2.15,0
"1277",99571664,1,19,3.21,1
"1278",99571916,0,15,1.69,0
"1279",99572110,0,15,1.71,0
"1280",99572263,1,17,3.8,1
"1281",99572283,0,15,2.65,0
"1282",99572317,1,15,2.42,0
"1283",99572326,1,13,2.7,0
"1284",99572962,0,17,2.87,0
"1285",99572975,0,15,3.1,1
"1286",99572983,1,17,3.4,1
"1287",99573014,0,13,2.36,0
"1288",99573038,1,19,3.8,1
"1289",99573216,1,13,2.72,0
"1290",99573253,0,17,3.87,1
"1291",99573258,1,13,2.26,0
"1292",99573316,1,17,2.27,0
"1293",99573394,0,17,3.53,1
"1294",99573691,0,13,2.19,0
"1295",99573898,0,15,2.76,0
"1296",99573947,0,13,1.57,0
"1297",99573992,1,17,3.77,1
"1298",99573999,0,15,3.5,1
"1299",99574199,0,14,2.67,0
"1300",99574437,0,15,1.49,0
"1301",99574686,0,15,2.12,0
"1302",99574729,1,14,3.24,1
"1303",99574804,1,17,3.62,1
"1304",99574808,1,15,2.04,0
"1305",99575087,1,14,3.29,1
"1306",99575096,0,14,2.69,0
"1307",99575118,0,17,4,1
"1308",99575131,0,14,1.67,0
"1309",99575134,0,17,2.19,0
"1310",99575154,0,13,2.2,0
"1311",99575157,1,17,2.72,0
"1312",99575216,1,15,1.86,0
"1313",99575236,1,19,3.06,1
"1314",99575237,1,15,1.87,0
"1315",99575248,1,15,2.88,0
"1316",99575259,1,15,2.72,0
"1317",99575305,1,19,3.22,1
"1318",99575335,0,17,2.53,0
"1319",99575405,0,17,3.06,1
"1320",99575579,1,13,2.3,0
"1321",99575621,0,13,0.7,0
"1322",99575626,0,17,3.09,1
"1323",99575672,0,17,2.67,0
"1324",99575805,1,19,3.36,1
"1325",99575903,0,17,3.16,1
"1326",99575946,1,17,3.29,1
"1327",99576007,0,17,1.62,0
"1328",99576011,1,17,3.77,1
"1329",99576206,1,18,3.62,1
"1330",99576589,1,13.5,2.14,0
"1331",99576843,1,15,3.6,1
"1332",99576938,0,13.5,1.47,0
"1333",99577123,0,17,2.62,0
"1334",99577250,0,15,3.16,1
"1335",99577265,1,15,1.83,0
"1336",99577322,1,17,3.2,1
"1337",99577517,0,15,0.88,0
"1338",99577923,1,19,3,1
"1339",99577988,0,13.5,1.36,0
"1340",99578109,0,15,1.73,0
"1341",99578289,0,15,1.4,0
"1342",99578312,0,17,1.86,0
"1343",99578414,0,18,2.64,0
"1344",99578742,0,13,2.77,0
"1345",99579947,1,15,3.06,1
"1346",99579997,0,13,2.43,0
"1347",99579998,0,13,2.84,0
"1348",99590150,0,13,1.89,0
"1349",99614475,0,15,2.32,0
"1350",99619364,1,15,1.37,0
"1351",99619460,1,20,3.38,1
"1352",99619860,0,19,4,1
"1353",99636350,1,15,3.38,1
"1354",99676357,0,11,1.23,0
"1355",99676853,0,15,2.36,0
"1356",99678179,1,17,2.67,0
"1357",99678677,1,15,1.94,0
"1358",99678978,1,19,3.96,1
"1359",99710038,1,15,2.48,0
"1360",99710096,0,17,3.79,1
"1361",99710181,1,15,3.32,1
"1362",99710298,0,19,3.57,1
"1363",99710315,0,13.5,1.25,0
"1364",99710319,1,15,2.83,0
"1365",99711176,1,11,0.44,0
"1366",99712041,0,15,2.78,0
"1367",99712176,1,18,3.79,1
"1368",99712217,1,17,3.57,1
"1369",99712242,1,15,1.92,0
"1370",99712274,0,13,2.82,0
"1371",99712905,1,13,2.95,0
"1372",99713094,1,15,2.68,0
"1373",99713197,1,17,3.49,1
"1374",99713400,1,17,3.21,1
"1375",99713934,1,18,3.43,1
"1376",99713999,0,13,2.41,0
"1377",99714346,1,17,3.44,1
"1378",99714387,0,15,2.6,0
"1379",99714927,0,15,1.26,0
"1380",99715029,1,13,2.23,0
"1381",99715095,1,17,4,1
"1382",99715352,0,15,3.02,1
"1383",99715358,0,13,2,0
"1384",99715365,0,15,2.5,0
"1385",99715932,0,15,2.61,0
"1386",99716892,1,15,2.47,0
"1387",99716929,1,18,3.25,1
"1388",99716971,1,17,3.6,1
"1389",99717365,0,15,2.63,0
"1390",99717911,0,14,2.83,0
"1391",99718016,0,11,2,0
"1392",99718088,0,15,2.02,0
"1393",99718222,0,15,4,1
"1394",99718310,0,15,2.16,0
"1395",99719378,1,15,3.12,1
